,Overall,V2,V3,CategoryName
92,1.56564653956963,TLAssignedName_Jastrzebowska__S___Sonia_,93,Documentation standard
93,1.6097231867825401,COScreening_Major_last_5_checklists,94,Documentation standard
94,1.6310186303783603,Cases_last_30_days_of_CO,95,Documentation standard
95,1.63883546463943,OwnershipLayers,96,Documentation standard
96,1.66088750839744,DRRisk_factors_Critical_last_5_checklists,97,Documentation standard
97,1.8320816581288502,Weekday_Thursday,98,Documentation standard
98,1.93366358621362,DRClient_Outreach_Major_last_10_checklists,99,Documentation standard
99,1.94620734890836,PCControl_Major_last_10_checklists,100,Documentation standard
100,1.9721259349947,DRDocumentation_standard_Minor_last_10_checklists,101,Documentation standard
101,1.97971334940869,DRRisk_factors_Major_last_5_checklists,102,Documentation standard
102,1.98728213320404,PCRelationship_Critical_last_5_checklists,103,Documentation standard
103,2.06483725402867,PCRisk_factors_Major_last_5_checklists,104,Documentation standard
104,2.10528798383557,PCRisk_factors_Minor_last_10_checklists,105,Documentation standard
105,2.12584076446869,PCODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Critical_last_10_checklists,106,Documentation standard
106,2.1661188428716,PCFATCA.CRS_Major_last_10_checklists,107,Documentation standard
107,2.21218908557187,COODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_5_checklists,108,Documentation standard
108,2.2259127584114102,PCESR_Critical_last_10_checklists,109,Documentation standard
109,2.24927228136702,DRClient_Outreach_Major_last_5_checklists,110,Documentation standard
110,2.32002611385533,Cases_last_5_days_of_PC,111,Documentation standard
111,2.32003868204963,ESR_No_ESR_needed,112,Documentation standard
112,2.35153872590645,DRScreening_Critical_last_10_checklists,113,Documentation standard
113,2.36680176216215,COFATCA.CRS_Major_last_10_checklists,114,Documentation standard
114,2.3727139508236204,PopulationMatch,115,Documentation standard
115,2.42698173881438,DRRisk_factors_Critical_last_10_checklists,116,Documentation standard
116,2.4458044477393597,TLAssignedName_Skrzynecki__P___Piotr_,117,Documentation standard
117,2.6089629028233503,PCRisk_factors_Critical_last_5_checklists,118,Documentation standard
118,2.8185857523187203,Category_DE_AT,119,Documentation standard
119,2.8418139788695096,PCFATCA.CRS_Minor_last_10_checklists,120,Documentation standard
120,2.84621046532565,PCFATCA.CRS_Minor_last_5_checklists,121,Documentation standard
121,2.89045101713912,COControl_Minor_last_5_checklists,122,Documentation standard
122,2.8931141228859705,DRClient_Outreach_Critical_last_5_checklists,123,Documentation standard
123,3.02402961304609,PCESR_Minor_last_5_checklists,124,Documentation standard
124,3.0503240086269106,CDDRiskLevel_Increased,125,Documentation standard
125,3.09718032889409,COClient_Outreach_Major_last_5_checklists,126,Documentation standard
126,3.11765425978654,GroupCases,127,Documentation standard
127,3.14826551724423,DRRelationship_Major_last_5_checklists,128,Documentation standard
128,3.16458107238748,CORisk_factors_Minor_last_10_checklists,129,Documentation standard
129,3.18259373316628,Cases_last_30_days_of_PC,130,Documentation standard
130,3.32741882214737,PCESR_Critical_last_5_checklists,131,Documentation standard
131,3.43280151527104,COControl_Minor_last_10_checklists,132,Documentation standard
132,3.44041450525999,DRClient_Outreach_Critical_last_10_checklists,133,Documentation standard
133,3.4498446247409302,DRRelationship_Critical_last_5_checklists,134,Documentation standard
134,3.6159930908037103,PCDocumentation_standard_Minor_last_10_checklists,135,Documentation standard
135,3.6473974130816096,CRS_FALSE,136,Documentation standard
136,3.67128123538189,DRRelationship_Major_last_10_checklists,137,Documentation standard
137,3.74781480838805,DRRisk_factors_Minor_last_5_checklists,138,Documentation standard
138,3.82918869114093,COClient_Outreach_Critical_last_10_checklists,139,Documentation standard
139,3.9104464597078996,DRRelationship_Critical_last_10_checklists,140,Documentation standard
140,3.9190940290325402,TLAssignedName_Bartczak__K___Kamil_,141,Documentation standard
141,3.9742274365729098,PCDocumentation_standard_Minor_last_5_checklists,142,Documentation standard
142,3.9773410051353997,COScreening_Critical_last_10_checklists,143,Documentation standard
143,4.2106264050246605,ScreenedParties,144,Documentation standard
144,4.27650684864096,ESR_ESR_linked,145,Documentation standard
145,4.3669876206070395,COClient_Outreach_Critical_last_5_checklists,146,Documentation standard
146,4.48808910753812,ProcessingCountry_Belgium,147,Documentation standard
147,4.597458031549911,PCScreening_Critical_last_5_checklists,148,Documentation standard
148,4.87425258962699,ProcessingCountry_Germany,149,Documentation standard
149,4.90298799274959,FirstGroupCase,150,Documentation standard
150,5.0457115682300095,FATCA_FALSE,151,Documentation standard
151,5.450316560426179,Category_Other,152,Documentation standard
152,5.612769685518121,ProjectExperience,153,Documentation standard
153,5.80495304977674,ProcessingCountry_Unknown,154,Documentation standard
154,6.16449763924462,TLAssignedName_Bonczkowski__P___Pawel_,155,Documentation standard
155,6.57965193318215,TLAssignedName_Makowska__M_M___Malgorzata_,156,Documentation standard
156,6.64873780900237,COODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_10_checklists,157,Documentation standard
157,6.669203739084611,COScreening_Critical_last_5_checklists,158,Documentation standard
158,7.639741076156071,MLRORequest_TRUE,159,Documentation standard
159,7.75017064321763,PartyType_Ultimate,160,Documentation standard
160,9.32343280576197,Category_BMG,161,Documentation standard
161,9.610010768822171,ProcessingUnit_DIBA,162,Documentation standard
162,11.512787944265499,ProcessingCountry_Netherlands,163,Documentation standard
163,13.6645149278966,TLAssignedName_Reglinska__J___Joanna_,164,Documentation standard
164,15.4238434778294,TLAssignedName_Wojciechowska__M___Magdalena_,165,Documentation standard
165,17.4814268991152,Category_Out_of_Scope_WB,166,Documentation standard
166,17.949346976008503,TLAssignedName_Jaszewski__M___Michal_,167,Documentation standard
167,18.6616582067543,Category_In_scope_WB,168,Documentation standard
168,21.517390505100604,TLAssignedName_Marcos_Cantabrana__I___Ivan_,169,Documentation standard
169,21.727175686196603,Category_Unknown,170,Documentation standard
170,22.3810738325701,ProcessingCountry_UK,171,Documentation standard
171,26.6618756056779,Category_NL,172,Documentation standard
172,36.753237871326796,TLAssignedName_Armannsson__G___Gabriela_,173,Documentation standard
173,57.762976573231,TLAssignedName_Rybka__I_A___Izabela_Anna_,174,Documentation standard
174,76.19134415956559,TLAssignedName_Jurojc__M___Mateusz_,175,Documentation standard
175,86.81188352109311,ProcessingUnit_MidCorp,176,Documentation standard
176,88.4399583188661,TLAssignedName_Galtie__B___Benoit_,177,Documentation standard
177,100.0,CDDRiskLevel_Other,178,Documentation standard
0,0.0,PCScreening_Critical_last_10_checklists,1,Risk factors
1,0.0,COScreening_Critical_last_5_checklists,2,Risk factors
2,0.0,COScreening_Critical_last_10_checklists,3,Risk factors
3,0.0,ProcessingCountry_Other,4,Risk factors
4,0.0,TLAssignedName_Yadav__N___Neha_,5,Risk factors
5,0.0,CDDRiskLevel_Normal,6,Risk factors
6,0.0,Weekday_Monday,7,Risk factors
7,0.0,ESR_ESR_linked,8,Risk factors
8,3.1697041874522e-13,PartyType_Subsidiary,9,Risk factors
9,9.44032275483948e-13,FATCA_TRUE,10,Risk factors
10,4.0225309116302e-12,MLRORequest_FALSE,11,Risk factors
11,7.65100680915242e-12,CRS_TRUE,12,Risk factors
12,7.39076844293364e-05,DRFATCA.CRS_Minor_last_10_checklists,13,Risk factors
13,0.008577059105751341,DRRisk_factors_Minor_last_10_checklists,14,Risk factors
14,0.0130087408619904,COClient_Outreach_Critical_last_5_checklists,15,Risk factors
15,0.0185633456196661,PopulationMatch,16,Risk factors
16,0.0236372156107752,Cases_last_5_days_of_CO,17,Risk factors
17,0.0273951556199423,Weekday_Friday,18,Risk factors
18,0.0317496056190667,DRRelationship_Critical_last_10_checklists,19,Risk factors
19,0.0532326484594195,PCODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Critical_last_10_checklists,20,Risk factors
20,0.0565900392401977,Cases_last_30_days_of_CO,21,Risk factors
21,0.0793728562535826,DRRelationship_Major_last_10_checklists,22,Risk factors
22,0.13077515696262199,OwnershipLayers,23,Risk factors
23,0.136996916969324,Category_Other,24,Risk factors
24,0.15878818694471802,CORisk_factors_Major_last_5_checklists,25,Risk factors
25,0.165638984110794,FirstGroupCase,26,Risk factors
26,0.166261219784918,DRDocumentation_standard_Minor_last_5_checklists,27,Risk factors
27,0.20204315427397798,PCRelationship_Critical_last_10_checklists,28,Risk factors
28,0.203489781844767,DRControl_Minor_last_10_checklists,29,Risk factors
29,0.210158783146609,ProcessingUnit_Gdansk,30,Risk factors
30,0.215282601647884,CORelationship_Major_last_5_checklists,31,Risk factors
31,0.27311565689175604,COControl_Major_last_10_checklists,32,Risk factors
32,0.286412986603987,PCFATCA.CRS_Major_last_5_checklists,33,Risk factors
33,0.29124464241703196,ProjectExperience,34,Risk factors
34,0.33444831215952003,PCDocumentation_standard_Minor_last_5_checklists,35,Risk factors
35,0.346586242129352,GroupCases,36,Risk factors
36,0.384720535809142,COControl_Minor_last_10_checklists,37,Risk factors
37,0.393217591420108,PCClient_Outreach_Major_last_5_checklists,38,Risk factors
38,0.39939320841422604,Category_Out_of_Scope_WB,39,Risk factors
39,0.39986433163516105,ProcessingCountry_Netherlands,40,Risk factors
40,0.432752830741195,Weekday_Thursday,41,Risk factors
41,0.4646567321229029,DRClient_Outreach_Major_last_5_checklists,42,Risk factors
42,0.48863059070813,COControl_Critical_last_5_checklists,43,Risk factors
43,0.5210093320864381,COControl_Minor_last_5_checklists,44,Risk factors
44,0.5519200099884289,Cases_last_5_days_of_PC,45,Risk factors
45,0.566537118707231,CODocumentation_standard_Major_last_5_checklists,46,Risk factors
46,0.574141602641043,CORelationship_Critical_last_10_checklists,47,Risk factors
47,0.6463926205864301,DRClient_Outreach_Critical_last_10_checklists,48,Risk factors
48,0.6467188910921801,Cases_last_30_days_of_DR,49,Risk factors
49,0.653215112907682,PCRelationship_Critical_last_5_checklists,50,Risk factors
50,0.6537150000430799,DRRisk_factors_Critical_last_10_checklists,51,Risk factors
51,0.680409786302293,ProcessingCountry_Germany,52,Risk factors
52,0.69010105766783,TeamExperience,53,Risk factors
53,0.7558689698137622,PCDocumentation_standard_Minor_last_10_checklists,54,Risk factors
54,0.8076974111562009,PCRisk_factors_Major_last_10_checklists,55,Risk factors
55,0.815408329129032,COODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_5_checklists,56,Risk factors
56,0.815680695022973,DRRisk_factors_Critical_last_5_checklists,57,Risk factors
57,0.818939318701755,TLAssignedName_Bartczak__K___Kamil_,58,Risk factors
58,0.829215254399839,CODocumentation_standard_Minor_last_10_checklists,59,Risk factors
59,0.8314383954236959,DRDocumentation_standard_Major_last_5_checklists,60,Risk factors
60,0.857421767749577,PCDocumentation_standard_Major_last_5_checklists,61,Risk factors
61,0.924794581749764,PCScreening_Major_last_5_checklists,62,Risk factors
62,0.9388781155687259,DRScreening_Major_last_5_checklists,63,Risk factors
63,1.0321513135607299,CORisk_factors_Major_last_10_checklists,64,Risk factors
64,1.08136463141476,PCFATCA.CRS_Critical_last_5_checklists,65,Risk factors
65,1.08298727497415,CORelationship_Major_last_10_checklists,66,Risk factors
66,1.08960992565383,Cases_last_5_days_of_DR,67,Risk factors
67,1.10388694218654,FATCA_FALSE,68,Risk factors
68,1.1510439979523202,COClient_Outreach_Critical_last_10_checklists,69,Risk factors
69,1.1540301840243,PCScreening_Major_last_10_checklists,70,Risk factors
70,1.17996569721477,PCFATCA.CRS_Critical_last_10_checklists,71,Risk factors
71,1.18463532995029,COODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_10_checklists,72,Risk factors
72,1.23575880235031,PCRisk_factors_Critical_last_10_checklists,73,Risk factors
73,1.2416684248735,DRScreening_Critical_last_10_checklists,74,Risk factors
74,1.24356670123687,PartyType_Ultimate,75,Risk factors
75,1.24594769410795,DRControl_Minor_last_5_checklists,76,Risk factors
76,1.3234523017813,DRScreening_Major_last_10_checklists,77,Risk factors
77,1.3527631648393301,PCFATCA.CRS_Minor_last_10_checklists,78,Risk factors
78,1.3533701293882001,DRRelationship_Critical_last_5_checklists,79,Risk factors
79,1.3652771137328499,PCODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_5_checklists,80,Risk factors
80,1.37071174265164,DRDocumentation_standard_Minor_last_10_checklists,81,Risk factors
81,1.39770323242444,COControl_Major_last_5_checklists,82,Risk factors
82,1.42530227968391,DRControl_Major_last_10_checklists,83,Risk factors
83,1.48295994858238,DRFATCA.CRS_Minor_last_5_checklists,84,Risk factors
84,1.5165425996908501,PCFATCA.CRS_Major_last_10_checklists,85,Risk factors
85,1.5611421281011901,DRControl_Critical_last_5_checklists,86,Risk factors
86,1.5651375708016797,DRControl_Critical_last_10_checklists,87,Risk factors
87,1.5734989694970603,DRRelationship_Major_last_5_checklists,88,Risk factors
88,1.61383042007362,DRRisk_factors_Minor_last_5_checklists,89,Risk factors
89,1.6227567398752,PCClient_Outreach_Major_last_10_checklists,90,Risk factors
90,1.6744708101986998,PCRisk_factors_Minor_last_10_checklists,91,Risk factors
91,1.67995357670414,DRODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_10_checklists,92,Risk factors
92,1.70426643716265,Category_FI,93,Risk factors
93,1.70492407039097,CORisk_factors_Minor_last_5_checklists,94,Risk factors
94,1.7298317858225,DRFATCA.CRS_Major_last_5_checklists,95,Risk factors
95,1.74310261330592,PCControl_Minor_last_5_checklists,96,Risk factors
96,1.81921206307485,Weekday_Tuesday,97,Risk factors
97,1.82136361637362,CODocumentation_standard_Minor_last_5_checklists,98,Risk factors
98,1.84171043553877,DRClient_Outreach_Critical_last_5_checklists,99,Risk factors
99,1.87866899297202,PCODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_10_checklists,100,Risk factors
100,1.90972272242761,DRClient_Outreach_Major_last_10_checklists,101,Risk factors
101,1.94356668486817,PCControl_Critical_last_5_checklists,102,Risk factors
102,1.97073749334243,DRFATCA.CRS_Major_last_10_checklists,103,Risk factors
103,2.0236986601517,PCRisk_factors_Minor_last_5_checklists,104,Risk factors
104,2.03960920262046,PCRisk_factors_Critical_last_5_checklists,105,Risk factors
105,2.0946550785834,PCESR_Major_last_5_checklists,106,Risk factors
106,2.1243360487141003,PCControl_Major_last_5_checklists,107,Risk factors
107,2.1301755277889196,ESR_Full_ESR_review,108,Risk factors
108,2.1321168492508398,ScreenedParties,109,Risk factors
109,2.13787628136715,CORelationship_Critical_last_5_checklists,110,Risk factors
110,2.20804290894054,PCControl_Minor_last_10_checklists,111,Risk factors
111,2.2693781860054103,COClient_Outreach_Major_last_5_checklists,112,Risk factors
112,2.39860053985469,CORisk_factors_Critical_last_10_checklists,113,Risk factors
113,2.4650849761062403,PCFATCA.CRS_Minor_last_5_checklists,114,Risk factors
114,2.4873680983918103,PCESR_Major_last_10_checklists,115,Risk factors
115,2.63292003618306,PCScreening_Critical_last_5_checklists,116,Risk factors
116,2.7297470137286206,PCControl_Critical_last_10_checklists,117,Risk factors
117,2.8362373541292705,DRODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Major_last_5_checklists,118,Risk factors
118,2.83995259153961,PCODD_.Office_Due_Diligence._._local_requirements_.if_applicable._Critical_last_5_checklists,119,Risk factors
119,2.9017174876033502,COControl_Critical_last_10_checklists,120,Risk factors
120,2.9808290567779396,PCRisk_factors_Major_last_5_checklists,121,Risk factors
121,3.01820803291254,CORisk_factors_Minor_last_10_checklists,122,Risk factors
122,3.1094153720056896,PCESR_Minor_last_10_checklists,123,Risk factors
123,3.12819168201715,HourNumeric,124,Risk factors
124,3.3046119818424398,ProcessingCountry_Unknown,125,Risk factors
125,3.3622263430039503,PCRelationship_Major_last_5_checklists,126,Risk factors
126,3.3668210948470803,COClient_Outreach_Major_last_10_checklists,127,Risk factors
127,3.45564477745013,PCControl_Major_last_10_checklists,128,Risk factors
128,3.4794881567654,DRDocumentation_standard_Major_last_10_checklists,129,Risk factors
129,3.48061419887028,PCESR_Critical_last_5_checklists,130,Risk factors
130,3.6880054050521403,PCRelationship_Major_last_10_checklists,131,Risk factors
131,3.73809144112524,DRScreening_Critical_last_5_checklists,132,Risk factors
132,3.80516214089255,COScreening_Major_last_5_checklists,133,Risk factors
133,3.85946304036028,PCESR_Minor_last_5_checklists,134,Risk factors
134,3.90954017656124,Cases_last_30_days_of_PC,135,Risk factors
135,3.91504517940193,CODocumentation_standard_Major_last_10_checklists,136,Risk factors
136,3.94564719736709,Category_DE_AT,137,Risk factors
137,4.19812573674244,PCESR_Critical_last_10_checklists,138,Risk factors
138,4.22423039907694,COFATCA.CRS_Major_last_5_checklists,139,Risk factors
139,4.27737007958242,Weekday_Wednesday,140,Risk factors
140,4.82652217459267,DRControl_Major_last_5_checklists,141,Risk factors
141,4.91027508133395,CDDRiskLevel_Low,142,Risk factors
142,4.95377516202117,PCDocumentation_standard_Major_last_10_checklists,143,Risk factors
143,4.99893198299034,TLAssignedName_Jastrzebowska__S___Sonia_,144,Risk factors
144,5.20569514580038,ESR_No_ESR_needed,145,Risk factors
145,5.27596951973075,CRS_FALSE,146,Risk factors
146,5.28480680840315,MLRORequest_TRUE,147,Risk factors
147,6.5550463547566995,COScreening_Major_last_10_checklists,148,Risk factors
148,7.767098135136259,DRRisk_factors_Major_last_5_checklists,149,Risk factors
149,9.58380431065593,COFATCA.CRS_Major_last_10_checklists,150,Risk factors
150,10.222120894846599,TLAssignedName_Bonczkowski__P___Pawel_,151,Risk factors
151,10.299869148755901,DRRisk_factors_Major_last_10_checklists,152,Risk factors
152,12.010583857140801,ProcessingCountry_Belgium,153,Risk factors
153,12.240274645111402,ProcessingCountry_BMG,154,Risk factors
154,13.3531348949866,Category_BE_Nord,155,Risk factors
155,13.481283046999199,CDDRiskLevel_Increased,156,Risk factors
156,14.437456664762498,TLAssignedName_Michalik__J___Justyna_,157,Risk factors
157,14.881230241487101,Category_BMG,158,Risk factors
158,16.1269877146939,TLAssignedName_Reglinska__J___Joanna_,159,Risk factors
159,16.7963805497048,TLAssignedName_Makowska__M_M___Malgorzata_,160,Risk factors
160,16.9353723275932,TLAssignedName_Kolodziejczyk__A___Anna_,161,Risk factors
161,18.032762138077,TLAssignedName_Skrzynecki__P___Piotr_,162,Risk factors
162,19.024204405040603,TLAssignedName_Marcos_Cantabrana__I___Ivan_,163,Risk factors
163,25.409768463843303,TLAssignedName_Galtie__B___Benoit_,164,Risk factors
164,30.5403514368224,Category_NL,165,Risk factors
165,33.9852082867088,TLAssignedName_Jaszewski__M___Michal_,166,Risk factors
166,36.861835798011704,Category_In_scope_WB,167,Risk factors
167,40.536071216439,TLAssignedName_Wojciechowska__M___Magdalena_,168,Risk factors
168,43.513302408095896,Category_Unknown,169,Risk factors
169,45.55415852476499,ProcessingCountry_UK,170,Risk factors
170,45.82758910900311,CDDRiskLevel_Other,171,Risk factors
171,47.494730220802005,ProcessingUnit_DIBA,172,Risk factors
172,69.96076126586179,TLAssignedName_Armannsson__G___Gabriela_,173,Risk factors
173,77.5879655488086,TLAssignedName_Rybka__I_A___Izabela_Anna_,174,Risk factors
174,87.8215679705966,ProcessingUnit_MidCorp,175,Risk factors
175,100.0,TLAssignedName_Jurojc__M___Mateusz_,176,Risk factors
0,0.0,PCRisk_factors_Major_last_5_checklists,1,Screening
1,0.0,COClient_Outreach_Critical_last_5_checklists,2,Screening
2,0.0,DRControl_Major_last_10_checklists,3,Screening
3,0.0,PCScreening_Critical_last_10_checklists,4,Screening
4,0.0,ProcessingCountry_Unknown,5,Screening
5,0.0,ProcessingCountry_Belgium,6,Screening
6,0.0,ProcessingUnit_Gdansk,7,Screening
7,0.0,ProcessingUnit_MidCorp,8,Screening
8,0.0,TLAssignedName_Jurojc__M___Mateusz_,9,Screening
9,0.0,TLAssignedName_Michalik__J___Justyna_,10,Screening
10,0.0,CDDRiskLevel_Normal,11,Screening
11,0.0,Weekday_Friday,12,Screening
12,0.0,ESR_No_ESR_needed,13,Screening
13,7.377004033541541e-13,PartyType_Subsidiary,14,Screening
14,8.54128688296086e-13,CRS_TRUE,15,Screening
15,3.1289178200701097e-12,MLRORequest_FALSE,16,Screening
16,0.00013147218360578202,DRFATCA.CRS_Minor_last_10_checklists,17,Screening
17,0.00271108464026363,DRRisk_factors_Minor_last_10_checklists,18,Screening
18,0.0202541211036189,COScreening_Critical_last_5_checklists,19,Screening
19,0.0468625077447321,FATCA_TRUE,20,Screening
20,0.0726053794639694,PCControl_Major_last_5_checklists,21,Screening
21,0.0780086818505392,TLAssignedName_Wojciechowska__M___Magdalena_,22,Screening
22,0.103336804243456,DRControl_Minor_last_10_checklists,23,Screening
23,0.10643798218134401,CORelationship_Critical_last_5_checklists,24,Screening
24,0.147288710042922,COControl_Major_last_10_checklists,25,Screening
25,0.18233859975072897,CORelationship_Major_last_5_checklists,26,Screening
26,0.18646965688021697,Category_DE_AT,27,Screening
27,0.206614376126817,COClient_Outreach_Major_last_10_checklists,28,Screening
28,0.20782421322987304,COScreening_Major_last_10_checklists,29,Screening
